#{"t_start": 1727010631.074354, "env_id": "None"}
r,l,t
-173.640507,200,3700.973085
-173.183563,200,3713.406339
-365.13789,200,3726.688974
-171.306544,200,3740.147726
-381.749453,200,3752.474462
-272.017857,200,3764.839518
-264.754889,200,3777.217896
-163.259022,200,3789.595151
-186.589897,200,3802.02693
-269.608238,200,3815.937547
-319.170971,200,3828.756475
-9.69264,200,3841.052616
-156.649319,200,3853.179416
-0.779773,200,3865.477564
-395.05336,200,3877.785914
-279.379567,200,3890.253842
-282.509371,200,3904.600197
-157.408915,200,3917.249803
-160.828798,200,3929.828155
-158.961727,200,3942.15755
-174.678282,200,3954.429325
-253.738396,200,3966.663907
-279.950023,200,3980.262656
-180.295154,200,3993.892979
-173.808539,200,4006.566157
-2.737501,200,4019.12864
-165.580049,200,4031.621508
-157.864605,200,4044.479814
-157.952965,200,4057.559304
-154.134608,200,4072.307931
-175.669372,200,4085.446567
-156.479362,200,4098.316925
-175.403308,200,4111.202443
-153.618741,200,4124.002221
-275.372152,200,4136.861839
-174.544822,200,4150.405777
-154.464242,200,4164.110869
-156.189096,200,4176.642852
-147.926964,200,4189.077562
-158.31449,200,4201.842567
-269.247426,200,4214.510147
-285.383101,200,4227.172118
-273.601446,200,4241.340728
-155.174168,200,4254.387593
-265.955468,200,4267.020151
-273.615048,200,4279.637087
-1.653942,200,4292.388806
-167.246291,200,4305.143832
-121.608817,200,4318.356536
-169.939575,200,4332.26133
-153.691959,200,4344.941411
-150.402912,200,4357.63835
-272.55768,200,4370.438127
-256.834378,200,4383.340477
-122.396177,200,4396.161
-1.160014,200,4410.296742
-156.921086,200,4423.17818
-142.165984,200,4435.402705
-152.431768,200,4447.701348
-165.695643,200,4459.963542
-151.341121,200,4472.28156
-121.911656,200,4484.631179
-166.623672,200,4498.76119
-183.07252,200,4511.485657
-167.784802,200,4523.953585
-270.185821,200,4536.398873
-269.858242,200,4548.705756
-419.936025,200,4561.180317
-262.149672,200,4574.604874
-165.007746,200,4587.793539
-158.662313,200,4600.199401
-2.809555,200,4612.672351
-388.172765,200,4625.018306
-250.081237,200,4637.321283
-408.174327,200,4649.665832
-136.003892,200,4663.655077
-166.448801,200,4676.358474
-271.007006,200,4688.562074
-396.123347,200,4700.809718
-266.85329,200,4713.153352
-161.135035,200,4725.558181
