#{"t_start": 1726928726.7395525, "env_id": "None"}
r,l,t
-1491.923401,200,994.216892
-1584.526877,200,1004.72999
-1477.549546,200,1015.384922
-1460.860041,200,1025.799871
-1462.907721,200,1036.326296
-1462.52375,200,1046.655238
-2048.649896,200,1057.130911
-1666.708048,200,1067.23666
-1762.516561,200,1078.059916
-1480.484735,200,1088.590917
-1527.247005,200,1100.043255
-1534.690073,200,1110.837759
-1548.107234,200,1122.14589
-1595.256558,200,1132.711031
-1572.603781,200,1143.456948
-1563.017221,200,1154.125167
-1566.505068,200,1165.452963
-1536.684933,200,1175.918455
-1551.722854,200,1186.581972
-1521.256495,200,1197.035389
-1529.419025,200,1207.815966
-1563.534875,200,1218.410034
-1589.986422,200,1228.535957
-1550.323447,200,1239.007399
-1541.947081,200,1249.49295
-1543.782847,200,1259.934911
-1532.375082,200,1270.409312
-1523.412776,200,1281.129424
-1545.471508,200,1291.705041
-1734.961062,200,1302.142447
-1738.803805,200,1312.670896
-1731.124353,200,1323.05099
-1773.887505,200,1333.734553
-1756.73392,200,1344.783988
-1762.102395,200,1355.331843
-1783.248616,200,1366.189458
-1774.035808,200,1376.520163
-1701.693094,200,1386.964317
-1678.960016,200,1397.26645
-1647.228642,200,1407.826076
-1656.563954,200,1419.469539
-1735.12766,200,1429.940922
-1746.794646,200,1440.12733
-1744.761409,200,1450.087883
-1800.162808,200,1460.107562
-1754.238333,200,1470.458203
-1736.074053,200,1480.584915
-1801.925733,200,1490.664032
-1638.322747,200,1500.730527
-1675.67474,200,1511.061969
-1699.590134,200,1522.234195
-1668.071398,200,1534.714029
-1651.784098,200,1545.606074
-1677.984561,200,1556.226448
-1636.05786,200,1566.858464
-1730.244177,200,1577.912182
-1692.554504,200,1588.154081
-1748.116221,200,1599.199384
-1583.735094,200,1609.978184
-1543.744036,200,1621.433442
-1700.77657,200,1631.705888
-2180.584442,200,1641.979418
-2160.40055,200,1652.157114
-1873.738284,200,1662.976621
-1579.842812,200,1674.964083
-1482.116825,200,1687.003116
-1864.860037,200,1697.624685
-1596.714906,200,1708.396178
-1686.119427,200,1719.291112
-1620.739816,200,1730.323279
-1684.888437,200,1741.132596
-1630.931008,200,1751.962292
-1653.332086,200,1764.032633
-1665.689226,200,1775.411184
-1716.151988,200,1785.689692
-1716.908052,200,1795.944215
-1703.408011,200,1806.386155
-1675.172212,200,1816.584733
-1684.6641,200,1826.835544
-1561.76588,200,1836.952963
-1821.009721,200,1847.3692
-1485.246691,200,1857.804193
-1623.162199,200,1868.672755
-1421.27386,200,1879.260923
-1429.485676,200,1890.325251
-2058.701728,200,1901.341712
-1819.172292,200,1912.050236
-2207.74044,200,1922.54419
-1605.261138,200,1933.330229
-1999.145811,200,1944.725571
-1827.386648,200,1956.405685
-1985.38689,200,1968.96453
-1397.539741,200,1980.826528
-1924.121853,200,1991.454266
-2088.565535,200,2003.838707
-1772.318889,200,2014.861933
-1839.811983,200,2025.874527
-1939.305301,200,2036.65806
-1834.201179,200,2047.534324
-1668.490181,200,2059.57301
-1479.507514,200,2072.889739
-1584.995613,200,2086.874208
-1793.899814,200,2100.229733
-1838.410108,200,2111.132246
-1870.284118,200,2122.3333
-1904.887887,200,2135.003052
-1906.246914,200,2146.908365
-1910.541801,200,2159.063068
-1912.052991,200,2170.395802
-1582.949042,200,2182.10221
-1481.861109,200,2193.699536
-1478.033921,200,2205.581307
-1346.272485,200,2217.436191
-1345.542972,200,2228.952252
-1421.430419,200,2240.64468
-1541.429709,200,2253.491159
-1645.441856,200,2266.728409
-1453.693184,200,2278.645353
-1661.087992,200,2289.893632
-1369.912085,200,2300.524336
-1476.090053,200,2313.196021
-1381.205129,200,2326.404694
-1468.760811,200,2340.150704
-1367.844487,200,2353.224447
-1363.722696,200,2366.7418
-1352.32071,200,2383.503035
-1354.951696,200,2396.601499
-1350.392505,200,2410.170381
-1453.926054,200,2423.521508
-1363.145866,200,2437.30878
-1354.876063,200,2450.603242
-1348.010405,200,2464.136518
