#{"t_start": 1726940585.779264, "env_id": "None"}
r,l,t
-541.708777,200,2692.798542
-541.323631,200,2712.564204
-753.097087,200,2732.112885
-383.539885,200,2752.400253
-555.224053,200,2772.241391
-584.780831,200,2791.86015
-544.68363,200,2811.560198
-559.26351,200,2831.010365
-567.758871,200,2850.485609
-546.906629,200,2870.235976
-547.661281,200,2889.805177
-548.131022,200,2909.293307
-552.500627,200,2929.307603
-541.118961,200,2948.943532
-529.916309,200,2968.830671
-540.188155,200,2988.436948
-551.981049,200,3008.653607
-549.875021,200,3028.778062
-550.370151,200,3049.163704
-558.762334,200,3069.334192
-368.972185,200,3088.311131
-540.693083,200,3107.719782
-532.105193,200,3126.944721
-538.082034,200,3146.289774
-520.302232,200,3165.764783
-370.471749,200,3185.043821
-382.730248,200,3204.259014
-547.036143,200,3223.568248
-373.626022,200,3243.084195
-390.855576,200,3262.742425
-367.23184,200,3282.590016
-381.516134,200,3302.875825
-356.831671,200,3323.265788
-373.116209,200,3343.409787
-369.52123,200,3363.467801
-365.760131,200,3383.66791
-528.39101,200,3403.805801
-357.268175,200,3423.666979
-356.756477,200,3443.831152
-364.798478,200,3463.856776
-376.780401,200,3484.051623
-358.318594,200,3504.630348
-366.1731,200,3525.212946
-353.885104,200,3545.551279
-354.902077,200,3566.027834
-349.072539,200,3586.211219
-340.542195,200,3606.396118
-350.673884,200,3626.972929
-346.772515,200,3647.304849
-388.874383,200,3667.781933
-394.923432,200,3688.16473
-419.060978,200,3708.732778
-421.519464,200,3729.036191
-423.213522,200,3749.251439
-443.802224,200,3768.734713
-431.433341,200,3788.57525
-451.433823,200,3807.89622
-403.870748,200,3827.247168
-440.983406,200,3846.835053
-461.044998,200,3866.083473
-429.200818,200,3885.196623
-436.275998,200,3904.179992
-437.819455,200,3923.957
-463.070924,200,3943.099269
-438.557621,200,3962.232018
-427.077946,200,3981.17565
-432.451322,200,4000.196443
-429.425787,200,4019.531032
-408.224912,200,4038.404072
-425.280469,200,4057.452573
-421.182697,200,4077.038615
-411.806217,200,4096.799639
-423.986967,200,4117.063648
-447.506614,200,4137.325083
-415.337089,200,4157.671417
-388.992316,200,4178.042276
-405.254302,200,4198.727628
-413.202258,200,4219.413671
-420.529609,200,4240.012145
-439.674946,200,4260.344098
-420.580576,200,4280.558503
-402.143872,200,4300.856005
-438.959011,200,4321.806372
-415.927282,200,4334.693388
-413.845025,200,4347.494582
-416.233339,200,4360.429747
-406.134419,200,4373.21958
-415.667676,200,4386.101169
-419.887351,200,4399.078664
-401.106934,200,4411.980532
-401.70715,200,4424.254748
-381.953761,200,4435.744012
-406.145337,200,4447.793776
-414.341897,200,4459.60129
-414.642639,200,4471.267294
-396.972082,200,4482.820212
-404.932649,200,4494.266533
-417.173357,200,4505.847643
-373.72815,200,4517.493567
-401.305402,200,4529.044412
-409.560907,200,4540.283133
-391.10456,200,4552.745953
-405.623254,200,4564.959632
-416.685162,200,4577.748867
-380.743362,200,4589.744542
-387.823435,200,4601.503675
-418.817762,200,4613.050921
-397.361042,200,4625.391671
-383.562581,200,4638.525331
-409.591048,200,4651.852976
-395.291917,200,4665.207253
-396.616025,200,4678.506122
-403.742435,200,4690.752407
-392.827089,200,4703.126288
-381.81073,200,4714.77316
-400.259328,200,4727.169592
-391.971526,200,4739.064136
-385.886287,200,4751.243337
-409.01492,200,4763.528407
-345.275523,200,4775.415587
-349.714682,200,4787.334814
-370.682638,200,4799.151335
-366.789188,200,4811.582525
-339.543665,200,4823.338124
-344.707131,200,4835.009042
-377.66517,200,4846.919163
-372.661587,200,4859.575146
-384.701961,200,4872.251515
-347.162138,200,4885.276146
-349.016293,200,4898.135668
-369.721783,200,4911.353281
-361.719531,200,4924.231568
-335.843823,200,4937.749494
-383.206946,200,4950.389113
-378.168793,200,4963.126641
-387.479369,200,4975.503436
-338.825116,200,4988.270065
-388.561705,200,5000.629133
-402.57484,200,5014.565672
-373.381021,200,5029.49637
-367.055924,200,5042.519413
-365.753704,200,5054.783414
-358.107613,200,5067.165681
-384.929558,200,5079.354602
-378.76575,200,5091.695336
-375.115932,200,5104.256888
-340.6664,200,5117.155307
-371.866768,200,5130.162299
-338.303285,200,5142.798146
-356.67219,200,5156.193557
-348.164759,200,5168.41069
-379.564999,200,5181.10376
-352.963175,200,5194.11066
-351.511334,200,5206.985618
-355.492247,200,5219.810569
-363.60936,200,5232.053608
-356.524024,200,5245.097245
-330.30491,200,5257.469584
-377.175715,200,5270.008478
-352.989744,200,5282.236365
-345.327723,200,5294.799301
-345.495714,200,5307.32049
-353.963091,200,5319.422751
-365.641556,200,5332.440693
-340.163989,200,5345.084691
