#{"t_start": 1726766588.8241365, "env_id": "None"}
r,l,t
-366.593965,200,1193.745423
-239.74315,200,1205.799222
-120.801403,200,1217.521771
-1.505163,200,1229.397378
-235.12483,200,1240.77858
-118.676319,200,1252.220524
-244.464781,200,1263.59535
-2.521587,200,1275.3318
-345.240809,200,1287.31847
-229.596676,200,1298.937172
-130.895896,200,1310.475393
-1.621896,200,1321.943713
-128.131059,200,1333.180677
-358.563458,200,1344.615412
-126.948809,200,1355.798522
-127.80238,200,1367.721847
-127.764303,200,1379.537788
-127.903259,200,1391.158779
-125.570774,200,1402.538035
-122.368838,200,1414.230236
-126.912196,200,1425.956053
-344.821228,200,1437.434364
-2.528217,200,1449.061653
-126.296674,200,1460.605971
-124.677717,200,1472.421465
-122.379685,200,1483.839214
-121.506586,200,1495.205697
-235.968832,200,1506.559788
-119.241559,200,1518.186204
-124.873246,200,1529.684474
-128.313914,200,1541.465381
-125.993739,200,1553.035681
-123.341036,200,1564.670312
-248.202735,200,1576.43629
-118.860033,200,1592.035161
-123.620688,200,1603.91753
-287.381912,200,1615.760569
-118.241808,200,1627.308688
-120.897588,200,1638.771632
-273.424555,200,1650.405902
-238.496172,200,1662.271214
-375.563677,200,1675.432918
-117.272841,200,1687.086802
-238.634421,200,1699.101716
-126.617482,200,1711.354977
-244.097261,200,1723.624187
-124.779646,200,1736.025806
-118.56896,200,1748.207414
-126.102295,200,1760.543244
-126.090757,200,1772.905053
-118.919065,200,1785.234353
-126.759115,200,1797.565673
-115.144421,200,1809.987951
-122.307667,200,1822.330075
-118.488967,200,1834.685518
-114.860465,200,1847.109752
-357.661235,200,1859.352533
-127.027864,200,1871.966426
-229.73115,200,1884.334085
-235.001714,200,1896.627289
-122.566476,200,1908.993593
-240.727677,200,1921.383784
-251.473769,200,1934.057299
-122.354728,200,1946.438832
-253.055056,200,1958.743479
-125.118385,200,1971.031806
-353.467711,200,1983.524898
-131.221715,200,1995.819425
-127.433984,200,2008.44298
-126.668613,200,2020.760381
-246.982647,200,2033.120407
-130.930196,200,2045.828439
-126.827345,200,2058.234354
