#{"t_start": 1726758265.0335505, "env_id": "None"}
r,l,t
-1246.064452,200,4362.699628
-1281.275202,200,4372.52177
-1181.948531,200,4382.614009
-1498.409708,200,4392.771778
-1148.33613,200,4402.58804
-1262.453754,200,4412.048152
-1247.343494,200,4421.655529
-1126.133373,200,4430.986325
-1521.399932,200,4440.452349
-1135.979136,200,4451.052119
-1499.726871,200,4461.540207
-1497.212114,200,4471.683013
-990.250634,200,4481.509319
-807.606006,200,4491.051487
-895.449066,200,4500.615654
-821.060763,200,4511.055617
-1153.261379,200,4520.784394
-691.605012,200,4531.021975
-1499.865401,200,4541.76167
-939.956849,200,4552.462191
-1494.397235,200,4563.567125
-989.052844,200,4573.886406
