#{"t_start": 1726923462.432717, "env_id": "None"}
r,l,t
-1390.640503,200,19.360509
-1249.429897,200,30.135026
-1850.594699,200,40.903282
-1421.756922,200,51.541999
-1953.467078,200,62.076413
-1770.349645,200,73.49213
-1934.26757,200,84.477497
-1496.086915,200,95.569403
-1452.100964,200,106.509871
-1460.002584,200,117.497039
-1962.224569,200,128.579453
-1514.703921,200,139.891191
-1825.993038,200,151.677315
-1344.272315,200,162.81069
-1471.727716,200,174.192387
-1505.637905,200,185.350337
-974.25922,200,196.272442
-1225.4249,200,206.84412
-1493.353109,200,217.643547
-1164.018456,200,228.614094
-1503.73037,200,239.372737
-1502.99527,200,249.955776
-967.411648,200,260.874498
-970.945673,200,271.5344
-132.451966,200,282.568926
-433.786194,200,293.867102
-388.923163,200,306.181456
-1242.678219,200,317.155267
-1541.677697,200,328.790493
-140.356007,200,339.377425
-9.524146,200,350.437879
-139.427174,200,361.041173
-1119.811079,200,372.512438
-1079.224883,200,383.531943
-1287.486174,200,395.573417
-1092.894386,200,407.609702
-588.487967,200,418.924982
-11.642351,200,429.618137
-1496.261212,200,441.02594
-1496.993769,200,451.713403
-10.059042,200,462.122839
-138.579845,200,472.939254
-129.258241,200,483.889029
-135.87433,200,494.748829
-240.613537,200,505.911678
-333.04224,200,517.350807
-132.49976,200,528.929634
-134.511709,200,539.352689
-134.951616,200,550.290564
-116.293042,200,560.416729
-128.904636,200,570.552718
-238.397087,200,580.747067
-241.083426,200,591.51177
-127.913942,200,601.779101
-130.041053,200,612.005738
-121.516234,200,622.851224
-131.619858,200,633.160808
-127.017971,200,643.325613
-259.63481,200,653.681567
-131.800704,200,663.983419
-232.085421,200,673.966548
-128.43182,200,683.920209
-128.108814,200,693.891866
-0.226285,200,703.927951
-122.672005,200,714.148716
-121.826463,200,724.240566
-129.488626,200,734.220728
-370.463795,200,744.156808
-238.027113,200,754.9072
-131.251069,200,765.690808
-265.593287,200,775.662913
-249.245409,200,785.903587
-1.489254,200,796.190384
-130.662702,200,806.217155
-128.365743,200,816.371985
-3.84878,200,826.37681
-2.036025,200,836.932006
-130.646315,200,847.328812
-133.039373,200,857.493828
-136.249313,200,867.62282
-128.642491,200,877.771889
-120.705599,200,888.41382
-395.838257,200,898.494323
-286.336282,200,908.550512
-237.550885,200,919.204845
-126.114669,200,929.824838
-141.013194,200,940.011909
-134.560698,200,950.219315
-247.028648,200,961.802948
-232.102549,200,972.818863
-389.698957,200,983.290586
-138.992353,200,993.738327
-127.787116,200,1004.804365
-248.765344,200,1015.221346
-10.523336,200,1025.927442
-10.802546,200,1036.64099
-139.887446,200,1047.020701
-141.307928,200,1057.892966
-149.076023,200,1068.265918
-143.074224,200,1079.179695
-140.534592,200,1090.103944
-146.087412,200,1100.284634
-139.21561,200,1110.979206
-132.6484,200,1121.875895
-262.624781,200,1132.897878
-250.45972,200,1143.416313
-276.886467,200,1153.981406
-12.464954,200,1164.781483
-352.014657,200,1175.210425
-149.587369,200,1186.161458
-14.090615,200,1197.270962
-13.861023,200,1207.538438
-250.41687,200,1217.638389
-254.701674,200,1228.282951
-138.840162,200,1239.401293
-135.731752,200,1249.935449
-254.663169,200,1260.389345
-411.863033,200,1270.701833
-135.137722,200,1281.155931
-13.236858,200,1292.230423
-144.633326,200,1302.264979
-276.518516,200,1312.420798
-304.834187,200,1322.541965
-127.89106,200,1332.788989
-135.370725,200,1342.899008
-133.934448,200,1353.070991
-221.830388,200,1363.290466
-1.045322,200,1373.414459
-136.185606,200,1384.682635
-235.484719,200,1395.022339
-133.118446,200,1405.244527
-134.30201,200,1415.377601
-135.275408,200,1425.502337
-138.081815,200,1436.276124
-131.015576,200,1447.259018
-245.52213,200,1458.699259
-133.318799,200,1469.526986
-135.365828,200,1479.673214
-134.021235,200,1489.788069
-253.077982,200,1544.774578
-3.363545,200,1557.410033
-137.315724,200,1570.137868
-128.451378,200,1584.103661
-131.286662,200,1596.740078
-131.880756,200,1609.188101
-136.628204,200,1621.225351
-130.097984,200,1632.835689
-246.209681,200,1644.012586
-6.212007,200,1655.270872
-132.697958,200,1666.469099
-126.176279,200,1677.796814
-154.908619,200,1688.865295
-133.102889,200,1699.909107
-129.909156,200,1711.014627
-245.799581,200,1722.161593
-236.215149,200,1733.42041
-252.363968,200,1744.525871
-142.673974,200,1755.717514
-250.394967,200,1766.91717
-5.00447,200,1778.119349
-229.92493,200,1789.196127
-236.92013,200,1800.270642
-134.728272,200,1811.477688
-131.247203,200,1822.405952
-250.646282,200,1833.43514
-11.521322,200,1844.629524
-261.910232,200,1855.92923
-260.993336,200,1867.023134
-151.94262,200,1878.270328
-137.052759,200,1889.055853
-259.862421,200,1900.189176
-123.136905,200,1911.06918
-139.314143,200,1921.889806
-125.564282,200,1932.688203
-135.351807,200,1943.433458
-145.19087,200,1954.816935
-142.209109,200,1966.225102
-236.32692,200,1976.851681
-133.974759,200,1987.566186
-144.553001,200,1998.52581
-129.87059,200,2009.249579
-255.755562,200,2020.717907
-7.430334,200,2031.758316
-143.234744,200,2042.600513
-133.140322,200,2054.287009
-132.027547,200,2065.344264
-144.453155,200,2076.182329
-132.125043,200,2087.520393
-142.772992,200,2099.520221
-131.740925,200,2111.597822
-294.938291,200,2124.139296
-128.108933,200,2136.375037
-132.819514,200,2148.909574
-240.521322,200,2161.141713
-245.654929,200,2175.076728
-2.179894,200,2187.034314
-133.503607,200,2198.552786
-139.638884,200,2210.151633
-244.215874,200,2221.529631
-131.380842,200,2232.926857
-2.399785,200,2244.619545
-2.435824,200,2256.906811
-3.594557,200,2268.465809
-135.685411,200,2279.836328
-3.461486,200,2291.843297
-3.630249,200,2302.772378
-250.737824,200,2313.559355
-129.132706,200,2325.81953
-2.829152,200,2338.405337
-1.96096,200,2350.58953
-121.117978,200,2363.711676
-129.992514,200,2376.439314
-128.570814,200,2388.079823
-131.532442,200,2399.84547
-120.358936,200,2411.739316
-128.327765,200,2423.600354
-121.613446,200,2434.696842
-2.750319,200,2445.840698
-248.304065,200,2466.353747
-1.342739,200,2477.19042
-128.512198,200,2488.002882
-237.721739,200,2499.181999
-133.458713,200,2511.909608
-149.717885,200,2523.0004
-132.220055,200,2533.741286
-134.604416,200,2546.23815
-134.503486,200,2559.225434
-136.21401,200,2570.543929
-131.587344,200,2582.212487
-132.06262,200,2594.059609
-256.144807,200,2605.609418
-229.351773,200,2617.502269
-124.378417,200,2629.855262
-3.80908,200,2642.911776
-130.388538,200,2654.80092
-131.913992,200,2666.959545
-125.290619,200,2679.902872
-216.58784,200,2690.55946
-138.544011,200,2701.792534
-130.21997,200,2714.305476
-127.563004,200,2726.664497
-256.523404,200,2739.041969
-123.399261,200,2751.179425
-133.450144,200,2762.829737
-237.617704,200,2774.339476
-130.549491,200,2785.867548
-227.835108,200,2797.714865
-236.173132,200,2808.727045
-134.190677,200,2820.183516
-257.394387,200,2831.156863
