#{"t_start": 1726831320.2286901, "env_id": "None"}
r,l,t
-5.457934,200,1823.766446
-299.926147,32,1825.458923
-192.890383,12,1826.100099
-125.293791,200,1836.469521
-194.790726,12,1837.084648
-314.627535,30,1838.647337
-5.412059,200,1849.139421
-196.988598,12,1849.776333
-103.746628,1,1849.832346
-298.951027,33,1851.561367
-330.440415,29,1853.084356
-103.913217,3,1853.235856
-325.694665,29,1854.7765
-108.77324,10,1855.299825
-7.657735,200,1865.927434
-320.695243,30,1867.506721
-177.877489,10,1868.042371
-195.170915,12,1868.674668
-10.507575,200,1879.297366
-319.433417,30,1881.093345
-126.832309,200,1891.753389
-249.909986,200,1902.385484
-183.711978,11,1902.974385
-12.681678,200,1913.607409
-293.567032,25,1914.789882
-184.58591,11,1915.307739
-101.678474,1,1915.358807
-308.000636,26,1916.578892
-109.015745,8,1916.952208
-318.05551,30,1918.398581
-101.690322,1,1918.448382
-8.772439,200,1928.814354
-315.846866,31,1930.431386
-190.573345,11,1931.00579
-101.620594,1,1931.061446
-180.348135,10,1931.57563
-309.774436,27,1932.931236
-185.971231,11,1933.467447
-191.242184,11,1933.994457
-195.73568,12,1934.582303
-115.702684,7,1934.921885
-108.677469,8,1935.323384
-107.483219,5,1935.567397
-263.478481,39,1937.564642
-101.717176,1,1937.61374
-183.889336,11,1938.171896
-111.836443,20,1939.191504
-182.440078,11,1939.761888
-304.717813,29,1941.249232
-126.97858,200,1951.75333
-103.203139,1,1951.808811
-12.820065,200,1961.981856
-306.73244,29,1963.504853
-191.038653,11,1964.091881
-102.543553,1,1964.141386
-8.300391,200,1974.444384
-110.923289,12,1975.057553
-207.903476,14,1975.79094
-102.647144,1,1975.846495
-7.550538,200,1986.299605
-122.666563,200,1996.566611
-193.183157,13,1997.25543
-107.281892,7,1997.617426
-101.645146,1,1997.668589
-318.838937,29,1999.177815
-311.463446,29,2000.661447
-201.027541,13,2001.335592
-128.626506,17,2002.203655
-188.879579,11,2002.772726
-196.002494,12,2003.38642
-311.402205,29,2004.866594
-103.950267,3,2005.021765
-110.523102,17,2005.893409
-261.096916,21,2007.161036
-193.570809,11,2007.735425
-195.674977,12,2008.363626
-130.176205,10,2008.884428
-314.018023,31,2010.456082
-109.44092,13,2011.07489
-207.461429,15,2011.784892
-102.427376,1,2011.832436
-109.41167,10,2012.313419
-195.639541,12,2012.88081
-125.018987,8,2013.25752
-120.612297,11,2013.772488
-101.516586,1,2013.822073
-102.000019,1,2013.872546
-101.347322,1,2013.922149
-192.134069,11,2014.453389
-102.578527,1,2014.505536
-109.099329,9,2014.934952
-109.194374,11,2015.46191
-107.974052,7,2015.831308
-7.361404,200,2025.572219
-6.232637,200,2035.330538
-109.645633,15,2036.044888
-297.98078,30,2037.504214
-193.268643,11,2038.038216
-101.793805,1,2038.084216
-101.834846,1,2038.134215
-320.436973,27,2039.45469
-139.680706,10,2039.942056
-288.60095,24,2041.103739
-7.014154,200,2050.833129
-327.234255,28,2052.207916
-306.541755,28,2053.560339
-205.818036,14,2054.233915
-207.276341,14,2054.903123
-196.772766,12,2055.473161
-103.169929,2,2055.568161
-193.534831,11,2056.106939
-107.964383,9,2056.548907
-320.749225,29,2057.950921
-5.574592,200,2067.894588
-194.369387,12,2068.466029
-103.306739,1,2068.513029
-107.251939,5,2068.750603
-102.4423,1,2068.799604
-191.516861,11,2069.325304
-296.324779,25,2070.536408
-286.188155,24,2071.703433
-107.506392,5,2071.973829
-306.84232,31,2073.5077
-134.386273,8,2073.903321
-192.788092,11,2074.434625
-139.520779,9,2074.866737
-102.538939,1,2074.914737
-8.128936,200,2084.699681
-114.814062,8,2085.090984
-302.449613,28,2086.447443
-191.937951,11,2086.996524
-212.677575,15,2087.735841
-191.985317,12,2088.32578
-109.077036,9,2088.775082
-101.366266,1,2088.823083
-196.235361,12,2089.400045
-192.218245,11,2089.94706
-304.319954,33,2091.605428
-5.260126,200,2101.606693
-5.340214,200,2111.440199
-318.770096,29,2112.909452
-118.529531,200,2122.909454
-105.116485,4,2123.106072
-306.599173,28,2124.475989
-187.735762,15,2125.224582
-323.92422,29,2126.661896
-190.640259,12,2127.246119
-110.016574,13,2128.053057
-107.809081,7,2128.393541
-111.231678,28,2129.787739
-103.812439,1,2129.84174
-102.536372,1,2129.891738
-195.063565,12,2130.480636
-4.153974,200,2140.409316
-4.651164,200,2150.374292
-109.952186,9,2150.814364
-103.009081,1,2150.864193
-195.88237,12,2151.464903
-102.615816,1,2151.514409
-121.451641,8,2151.917193
-191.001671,11,2152.46748
-190.325885,11,2153.027259
-105.055052,4,2153.220876
-200.431017,13,2153.865014
-195.269479,12,2154.467777
-312.158424,26,2155.77452
-123.257913,10,2156.27752
-3.865392,200,2166.261704
-200.395514,13,2166.92294
-107.390949,7,2167.273579
-315.300179,29,2168.686548
-310.265913,27,2170.008103
-114.750056,10,2170.498893
-289.242371,24,2171.677901
-207.552722,14,2172.370523
-272.346168,22,2173.463897
-320.295248,31,2175.005896
-195.587343,12,2175.595542
-125.592632,10,2176.098293
-197.436293,12,2176.699897
-190.682076,11,2177.248472
-183.617235,10,2177.743437
-288.163451,24,2178.947777
-186.740607,11,2179.49717
-312.111061,27,2180.850542
-196.182747,12,2181.457258
-303.208473,34,2183.182149
-111.201499,14,2183.891403
-303.459388,27,2185.227889
-194.9586,12,2185.812877
-190.54143,11,2186.371842
-293.982271,31,2187.897401
-194.485179,12,2188.479665
-109.931055,16,2189.45126
-107.67432,5,2189.699549
-3.64317,200,2199.637064
-3.467644,200,2209.554742
-189.339036,12,2210.147975
-102.711409,1,2210.19414
-3.525949,200,2220.341034
-3.236089,200,2230.307113
-114.346341,200,2240.224796
-3.028385,200,2250.350798
-107.514722,6,2250.653419
-103.527017,1,2250.703419
-198.925971,13,2251.357553
-101.804578,1,2251.407553
-195.605058,12,2252.004971
-107.176193,5,2252.252724
-200.262706,13,2252.899934
-103.853441,3,2253.047972
-101.627334,1,2253.099972
-105.190254,4,2253.309557
-201.366671,13,2253.946866
-180.404922,10,2254.442701
-241.74491,200,2264.307297
-195.53886,14,2265.026297
-126.424853,200,2275.154387
-193.314331,11,2275.699388
-196.001381,12,2276.337387
-3.602444,200,2286.704388
-195.699272,12,2287.312387
-263.376913,42,2289.467387
-2.585429,200,2299.700232
-204.127523,14,2300.405542
-188.373511,11,2300.971283
-2.324842,200,2311.149132
-323.06363,28,2312.738132
-196.186755,12,2313.310132
-104.797779,4,2313.518133
-313.629913,28,2314.924132
-102.710343,2,2315.029133
-2.281253,200,2325.054132
-142.412702,12,2325.667132
-111.861989,14,2326.375132
-2.451076,200,2336.370056
-126.819075,200,2346.207985
-246.873129,19,2347.129151
-106.196994,4,2347.334152
-195.35352,12,2347.925381
-130.754763,9,2348.354991
-107.074612,6,2348.653599
-108.776985,9,2349.093953
-305.256384,34,2350.771812
-201.371831,13,2351.411808
-188.971477,14,2352.103534
-298.010675,27,2353.4269
-308.006717,27,2354.746554
-198.827508,12,2355.335513
-106.659182,4,2355.533163
-194.1444,12,2356.114769
-130.34023,10,2356.5988
-102.731256,1,2356.646801
-201.058837,13,2357.268558
-133.497999,10,2357.756834
-101.381388,1,2357.807834
-2.509692,200,2367.552146
-193.736363,12,2368.158221
-101.898918,1,2368.209223
-191.074234,11,2368.765859
-322.41709,28,2370.153591
-316.887379,29,2371.54065
-109.264265,12,2372.116392
-291.801588,31,2373.80633
-190.156817,11,2374.332692
-117.339861,200,2384.090068
-196.848613,12,2384.684073
-280.870025,23,2385.82497
-125.465759,200,2395.677674
-189.304807,12,2396.25975
-114.87503,200,2406.054031
-205.88225,14,2406.746691
-310.717595,30,2408.240799
-2.397648,200,2418.025667
-109.272044,8,2418.429427
-194.926591,12,2419.031668
-111.293732,22,2420.136638
-201.909157,13,2420.766857
-194.930521,11,2421.315672
-313.109411,28,2422.674366
-195.293293,12,2423.269559
-310.480852,29,2424.694018
-196.71564,12,2425.266107
-178.463265,11,2425.794522
-236.202095,200,2435.836094
-103.907699,1,2435.889732
-187.026468,11,2436.417157
-316.556508,29,2437.838845
-110.697565,14,2438.502769
-2.702997,200,2448.264928
-115.411334,200,2458.383661
-107.071525,7,2458.73395
-180.131067,10,2459.22457
-279.054979,23,2460.36341
-2.301406,200,2470.328625
-1.567113,200,2480.293655
-103.916744,1,2480.350169
-191.612048,11,2480.894495
-110.536751,11,2481.438783
-190.904506,11,2481.986798
-102.589082,1,2482.038796
-200.366936,13,2482.683643
-190.983736,11,2483.226846
-113.573683,31,2484.772535
-184.590314,10,2485.284239
-1.219272,200,2495.502825
-191.386981,12,2496.095234
-109.828202,13,2496.759645
-302.542068,25,2498.00743
-200.53131,13,2498.673194
-281.868658,23,2499.823519
-108.009166,2,2499.92352
-196.431086,12,2500.526682
-1.890384,200,2510.549786
-136.242471,10,2511.048583
-193.095621,11,2511.595387
-110.559456,12,2512.194337
-110.011242,14,2512.965075
-309.17229,26,2514.335057
-135.280738,9,2514.785522
-198.74614,12,2515.393242
-234.245792,18,2516.30621
-1.793185,200,2526.325545
-1.302346,200,2536.404108
-196.397598,12,2537.014376
-322.625169,28,2538.459671
-308.638142,28,2539.858461
-103.134419,1,2539.904463
-116.251105,200,2551.004309
-190.444464,11,2551.613007
-140.811447,8,2552.057405
-313.207222,34,2554.029762
-190.534462,11,2554.631035
-111.388976,16,2555.521528
-194.046672,12,2556.21026
-201.19977,13,2556.86802
-110.443426,10,2557.36043
-4.674986,200,2567.993682
-192.20915,11,2568.562913
-102.063251,1,2568.61097
-324.213008,28,2570.170964
-201.209531,13,2570.88762
-295.740659,31,2572.51726
-193.009309,11,2573.133042
-195.114571,12,2573.718597
-120.159399,9,2574.157616
-138.423072,9,2574.604926
-273.934398,22,2575.684772
-188.130384,12,2576.279604
-293.671984,28,2577.71164
-301.036862,32,2579.385728
-109.248948,10,2579.907089
-239.300473,200,2590.897838
-2.99965,200,2601.320599
-207.913597,14,2602.098978
-195.043054,12,2602.716093
-191.083756,11,2603.310036
-190.848262,11,2603.879951
-195.526172,12,2604.552227
-111.444555,12,2605.158599
-109.628783,11,2605.711768
-310.122827,30,2607.219971
-195.478567,12,2607.815169
-320.47434,36,2609.617721
-0.831643,200,2620.045889
-190.513277,11,2620.616961
-109.62436,10,2621.18995
-102.324518,1,2621.244443
-303.600527,31,2623.093814
-117.069205,200,2633.591106
-311.125694,26,2634.981117
-1.001714,200,2645.901255
-200.313541,13,2646.588998
-316.831355,29,2648.185631
-179.084272,11,2648.748626
-2.934327,200,2659.681692
-116.631356,200,2670.683098
-212.872514,15,2671.538742
-320.297154,30,2673.06426
-200.477731,13,2673.745008
-101.749468,1,2673.796717
-138.934352,15,2674.597595
-108.503489,9,2675.101127
-102.810947,1,2675.150835
-141.004706,12,2675.787195
-256.358167,37,2677.677492
-190.969669,11,2678.230763
-102.489445,1,2678.280449
-0.298932,200,2688.838629
-320.887255,28,2690.432825
-320.233435,29,2692.023127
-226.954657,200,2702.087142
-192.663322,11,2702.632028
-375.134598,36,2704.476272
-101.725576,1,2704.529637
-102.646508,1,2704.583138
-301.55864,25,2705.977754
-193.212215,11,2706.628687
-108.475524,7,2706.982662
-215.30107,15,2707.815772
-223.48576,200,2718.033229
-195.80157,12,2718.650006
-230.811961,200,2729.040141
-200.441567,13,2729.7347
-213.892763,15,2730.525159
-101.76711,1,2730.58106
-103.170128,1,2730.638653
-194.551266,12,2731.270649
-195.608372,12,2731.943052
-108.931049,8,2732.331704
-242.410095,200,2742.548649
-129.636975,9,2742.989733
-200.535295,13,2743.631043
-101.734796,1,2743.691066
-241.445634,200,2754.302818
-114.495333,200,2764.95268
-136.668841,8,2765.51072
-103.467013,1,2765.57082
-187.58138,11,2766.131431
-197.175402,12,2766.740187
-191.863343,11,2767.311779
-195.294205,12,2767.988848
-102.176936,1,2768.037689
-1.529161,200,2778.506164
-191.259823,12,2779.121176
-311.792091,30,2780.835037
-191.033706,11,2781.40606
-317.87873,32,2783.146516
-179.362032,11,2783.696297
-308.640241,28,2785.11564
-253.787043,41,2787.186818
-192.055737,11,2787.743018
-126.358085,200,2798.625728
-194.485501,13,2799.319016
-329.126046,29,2800.950306
-199.802554,13,2801.60737
-1.843907,200,2812.409281
-110.70529,18,2813.420051
-103.749336,3,2813.600152
-317.068381,31,2815.261009
-188.399262,11,2815.823112
-134.446622,8,2816.239057
-196.339474,12,2816.862082
-196.011251,12,2817.715717
-101.973325,1,2817.766633
-101.665613,1,2817.824847
-195.841165,12,2818.452675
-103.12035,1,2818.506221
-194.855378,12,2819.139855
-102.412922,1,2819.19433
-190.645297,11,2819.777678
-187.761817,13,2820.482705
-119.284044,200,2831.007708
-188.949908,14,2831.742125
-101.627354,1,2831.802966
-5.803605,200,2842.177743
-297.01725,32,2843.798845
-309.865154,29,2845.291687
-318.668529,30,2846.923699
-207.067225,14,2847.654271
-133.37893,11,2848.272361
-195.775873,12,2848.921712
-194.66233,12,2849.536982
-195.55367,12,2850.172064
-138.075435,17,2851.08757
-201.072261,13,2851.734888
-282.184824,24,2852.962913
-106.903897,5,2853.208706
-118.916166,8,2853.62877
-105.034061,4,2853.849684
-195.412182,12,2854.448977
-189.107812,12,2855.078827
-7.117756,200,2865.502848
-206.713822,14,2866.236758
-201.81546,13,2866.989707
-102.607262,1,2867.03769
-101.748264,1,2867.087185
-193.346865,11,2867.658889
-201.525505,13,2868.388767
-110.892411,12,2868.999935
-186.226476,14,2869.698758
-312.876901,29,2871.210733
-8.351416,200,2881.601265
-193.6947,11,2882.377412
-102.433219,1,2882.429472
-7.488824,200,2893.205468
-111.17761,19,2894.17683
-320.344558,31,2895.859988
-7.236971,200,2906.551315
-317.053049,32,2908.368089
-108.960085,8,2908.806663
-192.758625,11,2909.371633
-303.350912,25,2910.766732
-297.273951,32,2912.59944
-108.308583,8,2913.00651
-315.711923,30,2914.515575
-8.090769,200,2924.943981
-201.31858,15,2925.794114
-7.283465,200,2936.096019
-190.7897,11,2936.672908
-250.181144,200,2947.785691
-101.567297,1,2947.846332
-111.649842,16,2948.717924
-194.055163,12,2949.432339
-101.460708,1,2949.48789
-107.878523,7,2949.870827
-117.298397,200,2960.584154
-101.33548,1,2960.634863
-112.43161,16,2961.508886
-311.684489,29,2962.981079
-107.963434,8,2963.387757
-299.553399,28,2964.946043
-191.622907,11,2965.552953
-112.163042,14,2966.330273
-4.046663,200,2976.515334
-214.932662,15,2977.3232
-2.476698,200,2987.917249
-102.536651,2,2988.023137
-103.085889,2,2988.134526
-186.255575,13,2988.81477
-237.90082,200,2998.985128
-102.209129,1,2999.037901
-328.360242,30,3000.555684
-322.306226,200,3011.115956
-138.018152,12,3011.914994
-310.081786,30,3013.548768
-102.786526,2,3013.649753
-102.884928,1,3013.698825
-190.889403,11,3014.288781
-102.406921,1,3014.342213
-108.666701,8,3014.75528
-182.445473,11,3015.33793
-109.868382,15,3016.101129
-109.942351,10,3016.623142
-101.858398,1,3016.672024
-116.489611,200,3027.104898
-189.370111,12,3027.750883
-203.908998,14,3028.472026
-101.460265,1,3028.522081
-314.308944,26,3029.929871
-1.037929,200,3040.164008
-101.662277,1,3040.217259
-303.861077,28,3041.731973
-195.620141,12,3042.365849
-192.215335,11,3042.940012
-117.717704,8,3043.465767
-116.454447,200,3053.569101
-102.577485,1,3053.618131
-421.009771,52,3056.291192
-252.717992,35,3058.109209
-126.711291,10,3058.650134
-308.525241,28,3060.107374
-195.798386,12,3060.726403
-121.390422,200,3071.365633
-139.785596,23,3072.616239
-300.350973,25,3073.982002
-207.033093,14,3074.71028
-133.127047,8,3075.133778
-9.730887,200,3086.01879
-108.305175,8,3086.461773
-309.13696,28,3087.935949
-197.553939,13,3088.614804
-293.826638,31,3090.355564
-195.915537,12,3091.007971
-191.753162,11,3091.574275
-199.226691,12,3092.197869
-190.784647,11,3092.757229
-330.546541,31,3094.460911
-190.76097,11,3095.023828
-192.898634,12,3095.638993
-11.08811,200,3106.268836
-107.927161,6,3106.611096
-303.941959,26,3108.03995
-11.415653,200,3119.563048
-10.418117,200,3130.419021
-9.685746,200,3141.237002
-317.178393,27,3142.902588
-195.895336,12,3143.567133
-199.181581,13,3144.290932
-101.684671,1,3144.352296
-110.628305,11,3144.96917
-304.207218,26,3146.406307
-9.575298,200,3157.366622
-227.384646,17,3158.288891
-131.858474,200,3169.258024
-194.327016,12,3169.91897
-119.586648,8,3170.36219
-191.576394,11,3170.962857
-108.228297,9,3171.462266
-308.518375,29,3173.293579
-201.580367,13,3174.164269
-309.428298,29,3176.038892
-103.665255,3,3176.227906
-8.942904,200,3187.476477
-102.090043,1,3187.533632
-9.719748,200,3204.040224
-105.037112,4,3204.317722
-10.372213,200,3219.14967
-199.423953,12,3219.946866
-298.84058,25,3222.462929
-195.06363,12,3223.649976
-312.709813,26,3226.298409
-304.200339,34,3229.967166
-194.164237,11,3231.133034
-238.395902,200,3278.367887
-274.585472,22,3299.492383
-109.204463,8,3307.130543
-126.564518,8,3314.907586
-110.148409,9,3324.791387
-109.725647,12,3337.361148
-9.619577,200,3482.068257
-103.759666,1,3482.151427
-107.657459,6,3482.610617
-305.502233,26,3484.761144
-108.238134,8,3485.399204
-102.990598,1,3485.478925
-325.476759,30,3488.101709
-103.793254,1,3488.183893
-179.282307,11,3489.04509
-8.410127,200,3506.280353
